Magnetic Field (Oe)	Moment (emu)
1999.813416	0.000260033
1999.807434	0.000260658
1999.819458	0.000260674
1999.813477	0.000260595
1999.789185	0.000260466
1999.783142	0.000260332
1999.807434	0.000260529
1999.801331	0.000260676
1999.789185	0.000260452
1999.819458	0.000260557
1999.8255	0.000260024
1999.795288	0.000260882
1999.831604	0.000260619
1999.837585	0.000260746
1999.837585	0.000260272
1999.831604	0.000260266
1999.807373	0.000260463
1999.81958	0.000260391
1999.825562	0.000260383
1999.807434	0.000260581
1999.825562	0.000260484
1999.843689	0.000260712
1999.825562	0.000260459
1999.813416	0.000260807
1999.813416	0.000260166
1999.801331	0.000260331
1999.831604	0.000260259
1999.813416	0.000260693
1999.813477	0.000260724
1999.795227	0.000260614
1999.813477	0.000260309
