Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3984747393.1545,299.291305541992,0.181548699736595,7.29968990381079E-7,1.96006179657871E-7,1,2.99776006220938,40.0298881530762,2.00048794436163,21.5799994766712,8.90638369163574E-6,-7.59188896208773E-6,0.25,-8.77823958345343E-7,7.30546275673118E-7,-8.77329111646132E-7,299.32568359375,299.32568359375,0.16944545507431,0.19365194439888,52.8849856111594,20.4966908705508,3.48320984840393,0,0,0,120,297.249267578125,6,4,3,2.2412109375,41.5444793701172,,,,,,,,,,,,,,,,
,3984747396.066,299.224502563477,0.199703574180603,6.19084279411573E-7,2.114706159095E-7,1,2.99776006220938,40.0298881530762,2.00047873387643,21.5799994766712,7.65606777381788E-6,-7.03209780779604E-6,0.25,-8.03233237259415E-7,6.19614304424309E-7,-8.02814373495314E-7,299.256927490234,299.256927490234,0.19365194439888,0.205755203962326,52.8818590970825,20.4965507333727,3.48508501052856,0,0,0,120,297.055206298828,6,4,3,2.24578857421875,42.0332374572754,,,,,,,,,,,,,,,,
,3984747399.062,299.152496337891,0.205755203962326,5.49277649960107E-7,1.93062387418654E-7,1,2.99776006220938,40.0298881530762,2.00049185324803,21.5799994766712,6.77415310290452E-6,-6.13112866333599E-6,0.25,-7.01960838010601E-7,5.49742029422835E-7,-7.01590607699196E-7,299.192077636719,299.192077636719,0.205755203962326,0.205755203962326,53.0858641406018,20.4956739828136,3.48777627944946,0,0,0,120,296.7900390625,6,4,3,2.24517822265625,42.0332374572754,,,,,,,,,,,,,,,,
,3984747402.0625,299.074493408203,0.21785844117403,6.7239297622838E-7,1.93431478589933E-7,1,2.99776006220938,40.0298881530762,2.00051015038144,21.5799994766712,7.98625360531619E-6,-5.73362928594926E-6,0.25,-6.83888978068685E-7,6.72846186235318E-7,-6.83438188205209E-7,299.112915039063,299.112915039063,0.205755203962326,0.229961678385735,52.9514240352941,20.4976413901703,3.49036121368408,0,0,0,120,296.529998779297,6,4,3,2.2442626953125,42.5219955444336,,,,,,,,,,,,,,,,
,3984747405.1325,298.992660522461,0.236013308167458,9.62676579322274E-7,1.67381212448933E-7,1,2.99776006220938,40.0298881530762,2.00043447723649,21.5799994766712,1.12360612129035E-5,-7.06575218178164E-6,0.25,-8.65984105769573E-7,9.63252438153896E-7,-8.65340923389188E-7,299.036071777344,299.036071777344,0.229961678385735,0.242064937949181,53.0170808309095,20.4963484082894,3.49264335632324,0,0,0,120,296.238861083984,6,4,3,2.23220825195313,42.5219955444336,,,,,,,,,,,,,,,,
,3984747408.251,298.908996582031,0.248116560280323,7.53833792636024E-7,1.81401663875402E-7,1,2.99776006220938,40.0298881530762,2.00037699399074,21.5799994766712,9.04715180197185E-6,-6.97204668714525E-6,0.25,-8.20614641159367E-7,7.54381686887255E-7,-8.2011253144788E-7,298.949249267578,298.949249267578,0.242064937949181,0.254168182611465,53.0366215438902,20.4974924362578,3.4948718547821,0,0,0,120,295.991241455078,6,4,3,2.244873046875,42.5219955444336,,,,,,,,,,,,,,,,
,3984747411.207,298.82633972168,0.242064937949181,6.53941906811711E-7,1.95318487912895E-7,1,2.99776006220938,40.0298881530762,2.00043403867238,21.5799994766712,7.40597489539368E-6,-3.48880913219758E-6,0.25,-4.58471874466989E-7,6.54249817813009E-7,-4.58037021743431E-7,298.868743896484,298.868743896484,0.242064937949181,0.242064937949181,53.2922140696787,20.4976799292913,3.49695682525635,0,0,0,120,295.699676513672,6,4,3,2.2283935546875,42.0332374572754,,,,,,,,,,,,,,,,
,3984747414.083,298.726531982422,0.229961685836315,5.30706448009283E-7,1.73082988580301E-7,1,2.99776006220938,40.0298881530762,2.00049116806358,21.5799994766712,6.80996702459532E-6,-7.45518313135968E-6,0.25,-8.29824903355801E-7,5.31263437116448E-7,-8.2947561455133E-7,298.783935546875,298.783935546875,0.21785843372345,0.242064937949181,52.8795142115248,20.4982346544491,3.49876856803894,0,0,0,120,295.375366210937,6,4,3,2.24380493164062,43.0107536315918,,,,,,,,,,,,,,,,
,3984747417.2545,298.618423461914,0.223910070955753,7.10848076866556E-7,2.03480047861371E-7,1,2.99776006220938,40.0298881530762,2.000426614732,21.5799994766712,7.86108951487739E-6,-2.69715027971804E-6,0.25,-3.89934409621837E-7,7.1111481529599E-7,-3.89463264426692E-7,298.669128417969,298.669128417969,0.205755203962326,0.242064937949181,53.3836646064287,20.4969356173503,3.5010130405426,0,0,0,120,295.103881835937,6,4,3,2.24517822265625,42.5219955444336,,,,,,,,,,,,,,,,
,3984747420.136,298.521865844727,0.229961678385735,6.04462311089426E-7,1.83751405329642E-7,1,2.99776006220938,40.0298881530762,2.0003890317231,21.5799994766712,7.08908897102954E-6,-4.63343087799611E-6,0.25,-5.63244054752799E-7,6.04845604312923E-7,-5.62846873088757E-7,298.567718505859,298.567718505859,0.229961678385735,0.229961678385735,52.8763876974479,20.4966108072627,3.50324892997742,0,0,0,120,294.782012939453,6,4,3,2.24380493164062,43.0107536315918,,,,,,,,,,,,,,,,
