Temperature (K)	Magnetic Field (Oe)	Moment (emu)	M. Std. Err. (emu)
9.999619961	-2220.292969	-0.000215291	4.78E-07
9.999689102	-2210.298218	-0.000215399	5.33E-07
9.999939919	-2200.33313	-0.000215274	4.37E-07
10.00011921	-2190.309814	-0.000215185	5.64E-07
10.00016403	-2180.290771	-0.00021519	5.22E-07
10.00019741	-2170.324585	-0.000215163	5.65E-07
10.00010824	-2160.728394	-0.000215111	5.07E-07
9.999926567	-2150.250488	-0.000215471	6.10E-07
9.999767303	-2140.306152	-0.000215131	5.01E-07
9.999816418	-2130.32959	-0.000215186	4.08E-07
10.00001621	-2120.321045	-0.000215441	5.58E-07
10.00001097	-2110.402588	-0.00021516	5.73E-07
9.99985075	-2100.50647	-0.00021512	5.26E-07
9.999815464	-2090.332642	-0.000215242	5.03E-07
9.99979353	-2080.225586	-0.000215095	5.93E-07
9.999742985	-2070.276733	-0.000215577	3.89E-07
9.999708652	-2060.287964	-0.00021541	5.33E-07
9.99964571	-2050.307007	-0.000214727	6.73E-07
9.999651909	-2040.263	-0.000215087	5.27E-07
9.999462605	-2029.914124	-0.000215414	4.63E-07
9.999475956	-2020.28418	-0.000215586	4.71E-07
9.999554634	-2010.318115	-0.000215303	4.36E-07
9.999631882	-2000.47052	-0.000214905	5.55E-07
9.99980545	-1990.430725	-0.000215368	4.72E-07
10.00008821	-1980.303528	-0.000215418	4.50E-07
10.00018263	-1970.352966	-0.000215632	5.16E-07
10.00009632	-1960.981384	-0.000215286	4.80E-07
10.00000954	-1950.333191	-0.000215468	5.25E-07
9.999747753	-1939.936829	-0.000215132	3.98E-07
9.999691486	-1930.904297	-0.000215087	4.22E-07
9.999743462	-1920.291504	-0.000215122	5.18E-07
9.999821663	-1910.791138	-0.000215311	4.72E-07
9.999866009	-1900.241394	-0.000214877	5.42E-07
9.999798775	-1890.741211	-0.000215401	6.91E-07
9.999622822	-1880.419128	-0.000215195	4.62E-07
9.999489784	-1870.406189	-0.000215504	4.85E-07
9.999592781	-1860.328552	-0.000214892	5.14E-07
9.999629021	-1850.403931	-0.000215482	4.53E-07
9.999387264	-1839.835205	-0.000214795	5.02E-07
9.999294758	-1830.352234	-0.00021484	4.52E-07
9.999245644	-1820.37323	-0.00021503	3.83E-07
9.999141693	-1810.475464	-0.000215266	4.51E-07
9.999127388	-1800.938782	-0.000215208	4.23E-07
9.999333382	-1790.319824	-0.000214518	4.48E-07
9.999485493	-1780.461792	-0.000215209	9.01E-07
9.999690056	-1771.213196	-0.000215143	4.89E-07
9.999927044	-1760.662598	-0.000214773	5.35E-07
9.999758244	-1750.603027	-0.000214855	4.70E-07
9.999715805	-1741.089844	-0.000214879	4.41E-07
9.999709606	-1730.71405	-0.000214769	4.36E-07
9.999649048	-1721.104858	-0.000215307	3.97E-07
9.999650478	-1711.236755	-0.000215144	4.30E-07
9.999482632	-1700.7005	-0.000214819	4.59E-07
9.999322891	-1691.064575	-0.000214856	4.42E-07
9.999388695	-1680.672302	-0.000215167	5.28E-07
9.999419689	-1671.140076	-0.000214846	4.58E-07
9.999367714	-1660.747742	-0.000214857	4.32E-07
9.999330044	-1651.296082	-0.000214956	4.27E-07
9.999557018	-1641.192383	-0.000215154	5.16E-07
9.99976778	-1631.185608	-0.000215151	4.84E-07
9.999647141	-1621.298096	-0.000214501	4.62E-07
9.999560833	-1610.918884	-0.000214688	4.86E-07
9.999661922	-1601.405701	-0.000215002	4.54E-07
9.999764442	-1591.831116	-0.000214889	4.28E-07
9.999747276	-1581.782837	-0.000214746	3.79E-07
9.999744892	-1571.732788	-0.000214776	4.36E-07
9.999802113	-1560.794861	-0.000215033	5.24E-07
10.00000048	-1550.848572	-0.000214631	3.83E-07
10.00014067	-1541.286926	-0.000214431	4.74E-07
10.00003767	-1531.222168	-0.000214782	4.00E-07
9.999926567	-1521.69342	-0.000214423	4.16E-07
9.999920845	-1511.238892	-0.000214865	4.56E-07
9.999892235	-1500.805054	-0.000214427	4.15E-07
9.999855995	-1491.333374	-0.000214626	4.72E-07
9.999896049	-1481.476257	-0.000214506	3.92E-07
10.0000658	-1470.773682	-0.000214104	4.71E-07
10.00019693	-1460.866577	-0.000214658	3.66E-07
10.00021219	-1451.333984	-0.000214798	5.07E-07
10.00032997	-1441.506165	-0.000214585	4.05E-07
10.00041246	-1431.335876	-0.000213935	5.08E-07
10.00034618	-1421.885071	-0.000214298	4.28E-07
10.00030041	-1411.29718	-0.000214067	4.38E-07
10.00018597	-1400.921387	-0.00021434	4.74E-07
10.00006628	-1391.372559	-0.000214572	4.25E-07
9.999956131	-1381.437683	-0.000214331	4.83E-07
9.99982214	-1371.28186	-0.000214242	4.27E-07
9.999551773	-1361.363159	-0.000213903	4.80E-07
9.999239445	-1351.315674	-0.000214335	4.43E-07
9.999130726	-1341.394958	-0.000214248	4.25E-07
9.999053955	-1331.930298	-0.000213891	3.71E-07
9.999065399	-1321.881958	-0.000214217	4.12E-07
9.999322891	-1311.400574	-0.000214016	4.84E-07
9.999742031	-1301.856201	-0.000213942	5.13E-07
9.99997139	-1291.266663	-0.000214432	5.05E-07
10.00000477	-1281.743042	-0.000213972	4.24E-07
10.00000238	-1270.790588	-0.000213878	4.03E-07
9.999909401	-1260.932739	-0.00021367	4.52E-07
9.999902725	-1251.803284	-0.000213948	4.59E-07
9.999972343	-1241.709045	-0.000213933	4.35E-07
9.999983311	-1231.786865	-0.000213558	4.59E-07
10.00000048	-1221.852783	-0.000213261	5.00E-07
10.00004673	-1211.855652	-0.000213722	3.91E-07
10.00024939	-1201.954468	-0.00021393	4.54E-07
10.00039864	-1191.919983	-0.000213346	3.93E-07
10.00030851	-1181.853455	-0.00021348	4.79E-07
10.00029039	-1171.966064	-0.000213891	4.29E-07
10.00034094	-1161.364441	-0.000213569	4.83E-07
10.00031805	-1151.975037	-0.000213383	5.09E-07
10.00025177	-1141.943115	-0.000213202	4.53E-07
10.0001173	-1131.281433	-0.00021323	4.50E-07
10.00021505	-1121.856384	-0.000213482	4.89E-07
10.00032282	-1111.952698	-0.000213235	5.17E-07
10.00030184	-1101.962402	-0.000213318	4.86E-07
10.00027895	-1091.888184	-0.000213201	4.66E-07
10.00027418	-1081.822571	-0.000213236	4.14E-07
10.0001955	-1071.808899	-0.000213038	4.71E-07
10.00009203	-1061.411377	-0.000213445	4.11E-07
10.00009155	-1051.962158	-0.000212617	3.84E-07
10.00011444	-1041.405579	-0.000213207	4.63E-07
10.00005865	-1031.416992	-0.000213166	4.57E-07
9.99988699	-1021.865234	-0.000212927	4.74E-07
9.999711514	-1011.7883	-0.000212604	4.64E-07
9.999743462	-1001.938568	-0.00021261	3.87E-07
9.999796391	-991.4945374	-0.000212626	3.94E-07
9.999832153	-982.0055847	-0.000212512	4.68E-07
9.999952316	-971.9277954	-0.000212201	4.13E-07
10.00019884	-961.9069824	-0.000212403	4.58E-07
10.00047112	-952.0932007	-0.000212164	4.73E-07
10.0005002	-942.0926208	-0.000212511	4.56E-07
10.00029516	-932.0217285	-0.000211953	4.37E-07
10.00012445	-922.0045776	-0.000212478	4.50E-07
10.00002289	-911.9450378	-0.000211937	3.67E-07
9.999893665	-901.9295349	-0.000211643	6.68E-07
9.999872684	-892.0463257	-0.000212435	4.33E-07
9.999867439	-882.1891479	-0.000211742	4.51E-07
9.999871731	-872.2127075	-0.000211971	4.44E-07
9.999831676	-862.1410217	-0.000211752	4.26E-07
9.999684334	-852.0705261	-0.000211521	4.31E-07
9.999568462	-842.60672	-0.000211384	4.37E-07
9.999509811	-832.1345825	-0.000211412	4.63E-07
9.999425411	-822.138092	-0.000211777	3.54E-07
9.999191761	-812.0333862	-0.00021108	3.76E-07
9.999040127	-802.5832825	-0.000211127	4.00E-07
9.999084473	-792.1678772	-0.000211167	4.83E-07
9.999119759	-782.1498108	-0.000210617	4.97E-07
9.999202728	-772.1619873	-0.000210977	3.58E-07
9.999240875	-761.5810547	-0.000210605	4.46E-07
9.999252796	-752.5701599	-0.000210766	4.19E-07
9.999633789	-742.0481262	-0.000210615	4.78E-07
9.99990797	-732.1001892	-0.00021077	4.25E-07
10.00031137	-722.7050171	-0.000210469	5.08E-07
10.00053453	-712.1315918	-0.000209776	3.50E-07
10.00044727	-702.1429749	-0.000210381	4.87E-07
10.00029421	-692.5874329	-0.000209875	4.63E-07
10.00016212	-682.1319275	-0.000210253	4.16E-07
10.00035954	-672.1638489	-0.000209963	5.39E-07
10.00059748	-662.7545776	-0.000209449	4.08E-07
10.00062227	-652.1790466	-0.000209395	4.21E-07
10.00061703	-642.6883545	-0.00020955	3.42E-07
10.00047159	-632.2891541	-0.000209375	5.13E-07
10.00032997	-622.7301941	-0.000209187	4.20E-07
10.00028515	-612.1829834	-0.00020899	3.91E-07
10.00019073	-602.1025696	-0.000209097	4.09E-07
10.00007534	-592.1511841	-0.000208853	4.04E-07
10.00007915	-582.1106873	-0.000208724	4.43E-07
9.999956608	-571.616333	-0.000208206	4.48E-07
9.999770164	-561.7159729	-0.000208303	4.39E-07
9.999650002	-552.1482849	-0.000208503	3.96E-07
9.99958849	-542.2017517	-0.000208001	4.22E-07
9.999668121	-532.348999	-0.000207877	4.42E-07
9.999876976	-522.3208618	-0.000208172	4.17E-07
10.00014591	-512.1539307	-0.000207737	2.69E-07
10.00020456	-502.6571655	-0.000207183	3.89E-07
10.00024128	-492.7266235	-0.000207195	3.41E-07
10.00033188	-482.2278595	-0.000206853	3.58E-07
10.00046206	-472.6489105	-0.000207238	3.90E-07
10.00064468	-461.7604828	-0.000206688	3.35E-07
10.00082922	-452.8456268	-0.000206773	2.78E-07
10.00061321	-442.2673035	-0.000206364	3.41E-07
10.00007486	-432.7022247	-0.000206096	4.07E-07
9.999623299	-422.6850433	-0.000205797	3.88E-07
9.999385357	-412.7622223	-0.000205864	3.30E-07
9.99938345	-402.7804871	-0.000204973	3.31E-07
9.999475956	-392.715683	-0.000205202	3.78E-07
9.99952364	-382.2092133	-0.000205472	4.17E-07
9.999680042	-373.2095947	-0.000204747	4.11E-07
9.999812126	-362.1835022	-0.00020474	3.33E-07
9.999856949	-352.6193085	-0.000204242	4.13E-07
9.999871254	-342.8037415	-0.000204419	3.86E-07
9.99982214	-332.8575439	-0.000203811	3.07E-07
9.999711037	-322.6863251	-0.000203528	4.27E-07
9.999615669	-312.6543884	-0.000203448	3.96E-07
9.999517918	-302.2942047	-0.000202981	3.06E-07
9.999495983	-292.7014465	-0.000203006	4.05E-07
9.999630928	-282.2866058	-0.000202488	3.94E-07
9.999787331	-272.1508331	-0.000202204	4.11E-07
9.999722958	-262.268692	-0.00020185	3.69E-07
9.99977541	-252.7849884	-0.000201113	4.73E-07
9.999990463	-242.7132187	-0.000201286	3.83E-07
10.0001936	-232.8233032	-0.000201225	4.89E-07
10.0003109	-222.7886581	-0.000200727	4.36E-07
10.00027514	-213.3854141	-0.000199993	3.84E-07
10.00040388	-202.7335358	-0.000199716	4.33E-07
10.00052881	-192.7911606	-0.000198982	4.34E-07
10.00033474	-182.7762299	-0.000198587	3.52E-07
10.00014877	-172.7542343	-0.000198633	3.88E-07
9.999938011	-163.2420197	-0.000197904	4.07E-07
10.00001287	-152.6658707	-0.000197781	3.20E-07
10.000247	-142.7283096	-0.000197009	3.77E-07
10.00028229	-132.2771912	-0.000196341	3.34E-07
10.000103	-122.8263092	-0.000196073	4.03E-07
10.00000954	-113.2932854	-0.000194915	4.52E-07
10.0000248	-102.25	-0.000194933	4.15E-07
9.999927044	-91.71785355	-0.00019353	3.85E-07
9.999746799	-82.66720581	-0.000193152	3.56E-07
9.999686241	-72.62106705	-0.000192511	4.07E-07
9.999567986	-63.20464706	-0.000191662	3.79E-07
9.999616146	-53.19958305	-0.000190647	3.53E-07
9.999851704	-42.66563034	-0.000189554	4.09E-07
9.999976635	-33.09797382	-0.000188049	3.74E-07
10.00005436	-22.75588703	-0.000186765	4.16E-07
10.00004911	-12.58644342	-0.000184987	3.51E-07
9.999716759	-2.002940893	-0.00018312	4.05E-07
9.999462605	7.924189568	-0.000180359	4.35E-07
9.999289989	17.44349146	-0.000176259	5.05E-07
9.999512672	27.39572525	-0.000168083	6.31E-07
9.999707222	36.89159966	-0.00015279	1.09E-06
9.999759674	47.41876984	-0.000123997	1.71E-06
9.999864101	56.86016273	-8.78E-05	1.64E-06
10.00001097	66.82977676	-5.49E-05	1.32E-06
9.999885082	77.40461349	-3.07E-05	9.31E-07
9.999734402	87.37245178	-1.51E-05	6.74E-07
9.99964571	96.8787117	-4.26E-06	5.59E-07
9.999545574	107.323822	3.21E-06	4.28E-07
9.999529839	117.4007301	9.15E-06	4.80E-07
9.999585152	126.8982735	1.31E-05	3.82E-07
9.999726295	136.9119797	1.76E-05	3.85E-07
9.999788284	146.8305359	2.09E-05	3.86E-07
9.999795437	157.3733826	2.49E-05	4.24E-07
9.999846935	166.9174118	2.79E-05	3.86E-07
9.999952316	176.8601761	3.11E-05	4.64E-07
10.0000391	186.8384323	3.52E-05	4.47E-07
10.00009346	196.8313828	3.88E-05	4.14E-07
10.00008297	207.4186325	4.40E-05	4.53E-07
10.00020218	216.804718	5.04E-05	6.21E-07
10.00037861	226.7034378	5.96E-05	7.30E-07
10.00040102	236.6929245	7.94E-05	1.35E-06
10.00020266	246.6157684	0.000119047	2.20E-06
10.00005102	257.1309052	0.000159805	1.48E-06
10.00011206	266.6337128	0.000181055	7.33E-07
10.00004625	276.575592	0.000187806	4.26E-07
10.00003386	286.5944977	0.00019129	4.10E-07
10.00009298	296.6800385	0.000192737	3.67E-07
10.00027132	307.1614075	0.000193848	3.59E-07
10.00040579	316.5941467	0.000195346	5.00E-07
10.0003767	326.5690155	0.000196131	2.97E-07
10.00035524	336.5757751	0.000196821	5.01E-07
10.00035	346.5237122	0.000197176	4.16E-07
10.00026655	356.5071411	0.000198125	4.15E-07
9.999986649	366.5718994	0.000198625	4.03E-07
9.999684811	376.0704193	0.000199388	3.52E-07
9.999588966	386.5769196	0.000199745	3.98E-07
9.999536037	396.5897675	0.000200125	3.73E-07
9.999477863	407.0633087	0.00020062	3.22E-07
9.999480724	416.571228	0.000201106	3.61E-07
9.999559402	426.5512238	0.000201818	3.92E-07
9.999667645	436.6100464	0.000201622	4.24E-07
9.999752998	446.584671	0.00020243	4.30E-07
9.999895096	456.5905762	0.000202927	3.55E-07
9.999908447	466.6183167	0.000202922	4.59E-07
9.999842167	476.6206665	0.000203135	3.40E-07
9.99980402	486.5607758	0.000203454	3.71E-07
9.999768734	496.5469055	0.000203786	4.16E-07
9.999541759	507.0101624	0.000203606	3.43E-07
9.999353886	516.5380096	0.000204183	4.08E-07
9.999437809	526.4729309	0.000204667	4.30E-07
9.999585629	536.4889832	0.000205041	4.71E-07
9.999815941	546.4837646	0.000205008	4.14E-07
9.999986172	556.4536438	0.000205485	4.42E-07
9.99994278	566.4535522	0.000205243	4.33E-07
9.999858856	576.4577026	0.00020569	4.62E-07
9.99990654	586.4870911	0.000206079	4.55E-07
9.999923229	596.4576111	0.000206377	3.54E-07
10.00023794	606.4504395	0.000206373	4.60E-07
10.0005126	616.0674133	0.000206357	3.99E-07
10.00056124	626.5109253	0.000206976	4.54E-07
10.00045872	636.4924316	0.000206871	4.41E-07
10.00018501	646.5555115	0.000206758	4.17E-07
10.00004196	656.5449829	0.000207339	4.33E-07
9.999934673	666.4859619	0.000207091	3.98E-07
9.999923229	676.9285278	0.00020775	4.49E-07
9.999743462	686.5083313	0.000207644	3.88E-07
9.999629498	696.4882507	0.000207612	4.65E-07
9.999811172	706.5556335	0.000207816	3.98E-07
10.00000525	716.571991	0.000208391	4.73E-07
10.00021076	726.0098267	0.000207973	3.77E-07
10.00028658	735.9880371	0.00020804	3.85E-07
10.00017023	746.1340942	0.000208161	4.27E-07
10.00008249	755.9253845	0.0002082	4.47E-07
10.00008011	766.3424377	0.000208876	5.36E-07
10.00022125	776.3158875	0.000208678	4.18E-07
10.00032902	785.8152771	0.000208737	4.76E-07
10.00020552	796.4403992	0.000208701	4.65E-07
10.00008535	805.9370728	0.000209311	4.62E-07
10.00012779	816.0140076	0.0002093	4.25E-07
10.00005865	825.8649292	0.000209335	3.96E-07
9.999977589	836.3312988	0.000209337	4.44E-07
9.999940395	845.9552307	0.000209219	4.77E-07
9.999931335	855.9381714	0.000209449	5.32E-07
10.00004625	866.3987122	0.00020973	4.64E-07
10.00016356	875.8375854	0.000209805	6.75E-07
10.00021505	885.6782837	0.000209807	4.10E-07
10.00016546	895.2494812	0.00021033	4.70E-07
10.00023413	906.3162231	0.000210019	4.52E-07
10.00031519	915.7463684	0.000210022	3.90E-07
10.00033426	925.1296387	0.000210204	4.35E-07
10.0004158	935.6732788	0.000210433	4.30E-07
10.00054073	945.7173157	0.000210548	4.51E-07
10.00066996	956.2844849	0.00021055	3.76E-07
10.00065088	966.3249512	0.000210363	4.11E-07
10.0004096	976.2218323	0.000210795	4.96E-07
10.00017786	985.2336426	0.000210846	4.91E-07
10.00025225	996.2354126	0.000210812	4.21E-07
10.00028467	1005.702759	0.000210674	3.74E-07
10.00014257	1015.311981	0.000210781	3.91E-07
9.999957561	1026.160706	0.000211086	4.75E-07
9.999749184	1035.62323	0.000211279	4.54E-07
9.999501705	1045.835022	0.000210645	4.47E-07
9.999542713	1055.264404	0.000211133	4.17E-07
9.999760151	1066.098511	0.000211217	4.26E-07
9.999865055	1075.703491	0.000211496	4.80E-07
10.00007296	1086.069946	0.000211121	4.36E-07
10.00021553	1095.671448	0.000210913	5.40E-07
10.00029135	1105.103333	0.000211411	4.06E-07
10.00036144	1115.521912	0.000211473	4.84E-07
10.00034142	1125.560608	0.000211823	4.10E-07
10.00035381	1135.126709	0.000211436	5.01E-07
10.00039196	1145.638733	0.000211694	4.29E-07
10.00019312	1155.189087	0.000211883	3.93E-07
9.999872684	1165.618347	0.000211733	3.66E-07
9.999724865	1175.714294	0.000212002	4.74E-07
9.99972868	1185.623596	0.000212144	4.18E-07
9.999855518	1195.028503	0.000212238	5.42E-07
9.999998093	1205.011108	0.000211864	5.12E-07
10.00016308	1215.521362	0.000212112	4.84E-07
10.0002923	1224.980591	0.00021211	4.94E-07
10.00041008	1234.922974	0.000212083	4.91E-07
10.00048542	1245.454102	0.000211969	5.02E-07
10.00038767	1255.007019	0.000212386	5.41E-07
10.00028849	1265.525574	0.00021239	4.73E-07
10.000247	1275.531555	0.000212052	5.15E-07
10.00017262	1285.68811	0.000212373	4.43E-07
10.00018454	1295.543396	0.000212503	5.27E-07
10.00018167	1305.038391	0.00021251	5.57E-07
10.00019693	1315.682556	0.000212588	5.79E-07
10.00015402	1325.079712	0.000212395	5.48E-07
9.999996662	1335.035522	0.000212742	5.32E-07
9.999903202	1345.001648	0.000212425	4.89E-07
9.9999547	1354.947815	0.000212333	5.08E-07
10.00009966	1365.671509	0.000212716	5.11E-07
10.00022507	1375.580872	0.000212783	5.68E-07
10.00030899	1385.026184	0.000212542	5.11E-07
10.00034714	1395.107422	0.000212837	5.05E-07
10.0003953	1405.602783	0.000212718	5.36E-07
10.0004096	1415.136658	0.000213105	5.37E-07
10.00043488	1425.036072	0.000212797	5.46E-07
10.00057507	1434.96167	0.000212857	5.98E-07
10.00072908	1444.999634	0.000213113	4.73E-07
10.00059223	1455.078186	0.000212915	5.31E-07
10.00026989	1465.446899	0.000213195	5.63E-07
10.00000715	1474.94696	0.000212748	4.62E-07
9.999901772	1485.024048	0.000213213	4.85E-07
9.999954224	1495.076721	0.000213189	5.26E-07
9.999959469	1505.452576	0.000212888	5.21E-07
9.999761581	1514.928589	0.000213342	5.02E-07
9.999643326	1524.985229	0.000213366	5.42E-07
9.999861717	1534.983948	0.000213015	5.79E-07
9.999989033	1544.431763	0.000212918	5.18E-07
10.00011921	1555.3526	0.000213158	6.05E-07
10.00027895	1565.510742	0.000213041	5.32E-07
10.00036812	1575.038696	0.000213417	5.93E-07
10.00040054	1585.022095	0.000213437	6.28E-07
10.00048876	1595.309509	0.000213473	5.69E-07
10.00047827	1604.932678	0.000213062	6.76E-07
10.00033855	1614.954224	0.000212982	5.64E-07
10.00016546	1624.911621	0.000213362	5.98E-07
10.00003672	1635.031799	0.000213343	5.31E-07
10.00005436	1644.953918	0.000213139	6.14E-07
10.000144	1655.294189	0.000213159	6.01E-07
10.00009966	1664.299072	0.000213311	5.78E-07
9.999922276	1674.917297	0.000213079	6.01E-07
9.999834538	1684.828857	0.000213356	5.65E-07
9.999853134	1694.869202	0.000212989	6.37E-07
9.999778748	1704.867371	0.000213266	6.09E-07
9.999744892	1714.869141	0.000213576	7.37E-07
9.999934196	1724.891357	0.00021356	5.44E-07
10.00020313	1734.813293	0.000213519	5.85E-07
10.00036192	1745.224731	0.000213397	5.75E-07
10.00046206	1755.348511	0.000213036	9.58E-07
10.00048161	1764.610046	0.000213774	6.46E-07
10.00037003	1774.47229	0.000213583	6.53E-07
10.00035095	1784.548218	0.000213284	6.51E-07
10.00034666	1794.640625	0.000213696	5.67E-07
10.00027514	1804.559143	0.000213607	6.32E-07
10.00029135	1814.554749	0.000213176	6.04E-07
10.00040722	1824.527405	0.000213425	6.24E-07
10.00047398	1835.018311	0.000213849	6.23E-07
10.000525	1845.048096	0.000213707	5.90E-07
10.00043964	1854.122131	0.000213217	5.94E-07
10.0002284	1864.549683	0.000213671	6.16E-07
10.0001688	1874.427551	0.000213566	6.00E-07
10.00011158	1884.44751	0.000213528	5.83E-07
9.99994278	1894.001343	0.000213805	6.39E-07
9.999623299	1904.518188	0.000213267	6.00E-07
9.999387264	1914.008789	0.000213449	5.86E-07
9.999268055	1924.479065	0.00021344	6.84E-07
9.999196053	1934.496338	0.000213582	6.69E-07
9.999231815	1944.470154	0.000213402	6.54E-07
9.999428272	1953.932251	0.000213819	5.21E-07
9.999601364	1964.545288	0.000213776	6.86E-07
9.999657631	1974.543457	0.000213666	6.33E-07
9.99971962	1983.945862	0.000213706	6.80E-07
9.99976635	1994.473145	0.000212996	5.51E-07
9.999885082	2004.481628	0.000213534	6.55E-07
